study,participant.id,start.date,end.date,excluded.selective,advice,advice.algorithm,moroccan.teacher.cond,moroccan.teacher.cond.lab,moroccan.teacher.cond.bi,moroccan.teacher.cond.bi.lab,timer.minutes,decision,decision.lab,score.teacher.selected,follow.advice,decision.comb,man.check.advice,man.check.evaluation,score.teacher.selected.guess,man.check.score.exact,man.check.score,female,age,high.education,familiarity.algorithms.gov
study 3,study3_867,2/3/2021 23:19,2/3/2021 23:24,0,algorithm,1,0,0 none,0,Dutch teacher,5,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,47,1,1
study 3,study3_868,2/4/2021 3:41,2/4/2021 3:54,0,algorithm,1,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,1,1
study 3,study3_869,2/4/2021 8:03,2/4/2021 8:12,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,55,1,0
study 3,study3_870,2/4/2021 8:20,2/4/2021 8:33,0,algorithm,1,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,60,1,0
study 3,study3_871,2/4/2021 8:47,2/4/2021 8:55,0,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,63,1,1
study 3,study3_872,2/4/2021 10:29,2/4/2021 10:37,1,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,44,0,1
study 3,study3_873,2/4/2021 11:33,2/4/2021 11:59,0,algorithm,1,0,0 none,0,Dutch teacher,26,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,65,1,1
study 3,study3_874,2/4/2021 11:56,2/4/2021 12:18,1,algorithm,1,0,0 none,0,Dutch teacher,23,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,51,0,0
study 3,study3_875,2/4/2021 13:50,2/15/2021 18:35,0,algorithm,1,0,0 none,0,Dutch teacher,16125,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,36,1,1
study 3,study3_876,2/4/2021 15:05,2/4/2021 15:24,0,algorithm,1,0,0 none,0,Dutch teacher,20,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,60,1,1
study 3,study3_877,2/4/2021 20:39,2/4/2021 20:55,0,algorithm,1,0,0 none,0,Dutch teacher,16,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,55,1,1
study 3,study3_878,2/4/2021 21:20,2/4/2021 21:29,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,49,0,1
study 3,study3_879,2/5/2021 7:56,2/5/2021 8:32,0,algorithm,1,0,0 none,0,Dutch teacher,36,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,65,0,1
study 3,study3_880,2/5/2021 9:20,2/5/2021 9:29,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,63,1,0
study 3,study3_881,2/5/2021 9:58,2/10/2021 12:52,0,algorithm,1,0,0 none,0,Dutch teacher,7374,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,56,0,1
study 3,study3_882,2/5/2021 10:47,2/5/2021 10:57,0,algorithm,1,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,63,1,0
study 3,study3_883,2/5/2021 11:38,2/5/2021 11:44,0,algorithm,1,0,0 none,0,Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,65,1,1
study 3,study3_884,2/5/2021 11:50,2/5/2021 11:57,0,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,49,1,0
study 3,study3_885,2/5/2021 12:18,2/5/2021 12:38,0,algorithm,1,0,0 none,0,Dutch teacher,20,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,51,0,1
study 3,study3_886,2/5/2021 13:21,2/5/2021 13:43,0,algorithm,1,0,0 none,0,Dutch teacher,22,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,60,1,0
study 3,study3_887,2/5/2021 14:19,2/5/2021 14:52,0,algorithm,1,0,0 none,0,Dutch teacher,33,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,8,0,1,1,49,1,1
study 3,study3_888,2/5/2021 15:32,2/5/2021 15:41,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,60,0,1
study 3,study3_889,2/5/2021 16:05,2/5/2021 16:14,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,61,1,1
study 3,study3_890,2/5/2021 16:15,2/5/2021 16:23,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,40,1,0
study 3,study3_891,2/5/2021 18:26,2/5/2021 18:42,0,algorithm,1,0,0 none,0,Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,46,1,0
study 3,study3_892,2/5/2021 18:59,2/5/2021 19:10,0,algorithm,1,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,57,0,0
study 3,study3_893,2/5/2021 19:27,2/5/2021 19:48,0,algorithm,1,0,0 none,0,Dutch teacher,21,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,60,1,1
study 3,study3_894,2/5/2021 19:43,2/20/2021 11:00,0,algorithm,1,0,0 none,0,Dutch teacher,21077,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,63,1,1
study 3,study3_895,2/6/2021 7:32,2/6/2021 7:42,0,algorithm,1,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,55,1,0
study 3,study3_896,2/6/2021 9:51,2/6/2021 10:13,0,algorithm,1,0,0 none,0,Dutch teacher,23,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,56,0,1
study 3,study3_897,2/6/2021 13:54,2/6/2021 14:05,0,algorithm,1,0,0 none,0,Dutch teacher,11,2,2. Jansen,6,0,3. Other selection,1,0,4,0,0,0,62,0,0
study 3,study3_898,2/6/2021 15:34,2/6/2021 15:42,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,52,1,1
study 3,study3_899,2/6/2021 15:42,2/6/2021 16:01,1,algorithm,1,0,0 none,0,Dutch teacher,19,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,47,1,0
study 3,study3_900,2/6/2021 15:56,2/6/2021 16:06,0,algorithm,1,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,64,0,0
study 3,study3_901,2/6/2021 16:41,2/6/2021 17:00,0,algorithm,1,0,0 none,0,Dutch teacher,19,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,52,1,1
study 3,study3_902,2/6/2021 21:26,2/6/2021 22:07,0,algorithm,1,0,0 none,0,Dutch teacher,41,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,52,1,1
study 3,study3_903,2/7/2021 9:05,2/7/2021 9:14,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,60,0,1
study 3,study3_904,2/7/2021 12:43,2/15/2021 12:12,0,algorithm,1,0,0 none,0,Dutch teacher,11489,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,61,1,1
study 3,study3_905,2/7/2021 14:04,2/7/2021 14:13,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,56,1,0
study 3,study3_906,2/7/2021 17:30,2/7/2021 17:45,1,algorithm,1,0,0 none,0,Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,61,1,1
study 3,study3_907,2/7/2021 19:04,2/7/2021 19:16,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,55,1,1
study 3,study3_908,2/7/2021 20:35,2/7/2021 20:42,1,algorithm,1,0,0 none,0,Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,35,1,1
study 3,study3_909,2/8/2021 10:09,2/8/2021 10:42,1,algorithm,1,0,0 none,0,Dutch teacher,33,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,53,0,0
study 3,study3_910,2/8/2021 11:31,2/8/2021 11:41,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,50,1,1
study 3,study3_911,2/8/2021 16:09,2/8/2021 16:14,0,algorithm,1,0,0 none,0,Dutch teacher,4,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,58,1,0
study 3,study3_912,2/8/2021 17:52,2/8/2021 17:59,0,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,56,1,0
study 3,study3_913,2/8/2021 22:23,2/8/2021 22:41,0,algorithm,1,0,0 none,0,Dutch teacher,18,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,60,1,0
study 3,study3_914,2/9/2021 10:55,2/9/2021 11:05,1,algorithm,1,0,0 none,0,Dutch teacher,10,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,40,0,0
study 3,study3_915,2/9/2021 13:35,2/9/2021 13:43,0,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,5,0,0,1,61,1,1
study 3,study3_916,2/9/2021 13:42,2/9/2021 17:34,0,algorithm,1,0,0 none,0,Dutch teacher,233,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,49,0,1
study 3,study3_917,2/9/2021 17:11,2/9/2021 17:22,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,53,1,1
study 3,study3_918,2/9/2021 19:24,2/9/2021 19:40,0,algorithm,1,0,0 none,0,Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,52,1,1
study 3,study3_919,2/10/2021 8:29,2/10/2021 8:36,0,algorithm,1,0,0 none,0,Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,41,1,1
study 3,study3_920,2/10/2021 8:50,2/10/2021 9:01,0,algorithm,1,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,62,0,0
study 3,study3_921,2/12/2021 10:26,2/12/2021 11:24,0,algorithm,1,0,0 none,0,Dutch teacher,59,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,4,0,1,1,42,1,1
study 3,study3_922,2/12/2021 12:13,2/12/2021 12:18,0,algorithm,1,0,0 none,0,Dutch teacher,5,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,60,0,0
study 3,study3_923,2/12/2021 13:50,2/12/2021 14:00,0,algorithm,1,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,63,1,1
study 3,study3_924,2/13/2021 10:02,2/13/2021 10:12,0,algorithm,1,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,50,1,0
study 3,study3_925,2/13/2021 12:23,2/13/2021 12:34,0,algorithm,1,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,48,1,1
study 3,study3_926,2/13/2021 19:24,2/13/2021 20:11,0,algorithm,1,0,0 none,0,Dutch teacher,47,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,52,0,0
study 3,study3_927,2/15/2021 9:34,2/15/2021 9:44,0,algorithm,1,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,0,1,52,0,0
study 3,study3_928,2/15/2021 9:34,2/15/2021 9:48,0,algorithm,1,0,0 none,0,Dutch teacher,14,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,62,1,0
study 3,study3_929,2/15/2021 9:34,2/15/2021 9:47,0,algorithm,1,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,58,1,1
study 3,study3_930,2/15/2021 9:35,2/15/2021 9:51,0,algorithm,1,0,0 none,0,Dutch teacher,16,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,64,1,0
study 3,study3_931,2/15/2021 9:37,2/15/2021 9:46,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,58,1,0
study 3,study3_932,2/15/2021 9:39,2/15/2021 9:58,0,algorithm,1,0,0 none,0,Dutch teacher,19,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,0,0,60,0,1
study 3,study3_933,2/15/2021 9:41,2/15/2021 9:51,0,algorithm,1,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,33,1,0
study 3,study3_934,2/15/2021 9:45,2/15/2021 9:51,0,algorithm,1,0,0 none,0,Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,36,1,1
study 3,study3_935,2/15/2021 9:47,2/15/2021 9:53,0,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,52,1,1
study 3,study3_936,2/15/2021 9:47,2/15/2021 9:57,1,algorithm,1,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,58,0,0
study 3,study3_937,2/15/2021 9:50,2/15/2021 10:31,0,algorithm,1,0,0 none,0,Dutch teacher,41,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,54,0,1
study 3,study3_938,2/15/2021 9:54,2/15/2021 10:02,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,65,1,1
study 3,study3_939,2/15/2021 9:57,2/15/2021 10:54,0,algorithm,1,0,0 none,0,Dutch teacher,57,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,53,1,0
study 3,study3_940,2/15/2021 9:57,2/15/2021 10:04,0,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,59,0,1
study 3,study3_941,2/15/2021 10:01,2/15/2021 12:44,0,algorithm,1,0,0 none,0,Dutch teacher,164,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,50,1,1
study 3,study3_942,2/15/2021 10:01,2/15/2021 11:51,0,algorithm,1,0,0 none,0,Dutch teacher,109,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,60,1,0
study 3,study3_943,2/15/2021 10:02,2/15/2021 10:12,0,algorithm,1,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,63,0,1
study 3,study3_944,2/15/2021 10:07,2/15/2021 10:16,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,63,0,1
study 3,study3_945,2/15/2021 10:11,2/15/2021 10:30,0,algorithm,1,0,0 none,0,Dutch teacher,19,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,53,0,1
study 3,study3_946,2/15/2021 10:13,2/15/2021 10:24,0,algorithm,1,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,56,1,1
study 3,study3_947,2/15/2021 10:14,2/15/2021 10:31,1,algorithm,1,0,0 none,0,Dutch teacher,17,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,57,1,1
study 3,study3_948,2/15/2021 10:16,2/15/2021 10:58,0,algorithm,1,0,0 none,0,Dutch teacher,42,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,0,0,64,1,1
study 3,study3_949,2/15/2021 10:18,2/15/2021 10:26,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,58,1,0
study 3,study3_950,2/15/2021 10:20,2/15/2021 10:31,0,algorithm,1,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,62,1,1
study 3,study3_951,2/15/2021 10:28,2/15/2021 11:37,0,algorithm,1,0,0 none,0,Dutch teacher,69,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,44,1,0
study 3,study3_952,2/15/2021 10:29,2/18/2021 8:44,1,algorithm,1,0,0 none,0,Dutch teacher,4215,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,6,0,1,1,49,0,0
study 3,study3_953,2/15/2021 10:37,2/15/2021 10:45,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,60,1,1
study 3,study3_954,2/15/2021 10:43,2/15/2021 11:01,1,algorithm,1,0,0 none,0,Dutch teacher,18,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,56,1,1
study 3,study3_955,2/15/2021 10:54,2/15/2021 11:06,1,algorithm,1,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,61,0,0
study 3,study3_956,2/15/2021 11:02,2/15/2021 12:17,0,algorithm,1,0,0 none,0,Dutch teacher,75,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,61,1,0
study 3,study3_957,2/15/2021 11:03,2/15/2021 11:14,0,algorithm,1,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,63,0,0
study 3,study3_958,2/15/2021 11:05,2/15/2021 11:10,0,algorithm,1,0,0 none,0,Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,6,0,1,0,55,0,0
study 3,study3_959,2/15/2021 11:06,2/15/2021 11:09,0,algorithm,1,0,0 none,0,Dutch teacher,4,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,5,0,0,1,62,1,1
study 3,study3_960,2/15/2021 11:07,2/15/2021 11:19,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,59,NA,0
study 3,study3_961,2/15/2021 11:15,2/15/2021 11:21,0,algorithm,1,0,0 none,0,Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,51,1,1
study 3,study3_962,2/15/2021 11:19,2/15/2021 11:43,0,algorithm,1,0,0 none,0,Dutch teacher,23,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,45,1,1
study 3,study3_963,2/15/2021 11:21,2/15/2021 13:42,0,algorithm,1,0,0 none,0,Dutch teacher,141,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,64,1,0
study 3,study3_964,2/15/2021 11:22,2/15/2021 11:29,0,algorithm,1,0,0 none,0,Dutch teacher,7,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,46,0,0
study 3,study3_965,2/15/2021 11:28,2/15/2021 11:41,0,algorithm,1,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,62,0,1
study 3,study3_966,2/15/2021 11:30,2/15/2021 15:32,0,algorithm,1,0,0 none,0,Dutch teacher,242,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,66,1,0
study 3,study3_967,2/15/2021 11:36,2/15/2021 11:49,0,algorithm,1,0,0 none,0,Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,63,0,1
study 3,study3_968,2/15/2021 11:47,2/15/2021 11:56,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,1,1
study 3,study3_969,2/15/2021 11:52,2/15/2021 11:58,0,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,55,1,1
study 3,study3_970,2/15/2021 11:53,2/15/2021 12:04,0,algorithm,1,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,60,1,1
study 3,study3_971,2/15/2021 12:15,2/15/2021 12:27,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,51,1,1
study 3,study3_972,2/15/2021 12:21,2/15/2021 12:36,0,algorithm,1,0,0 none,0,Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,61,1,1
study 3,study3_973,2/15/2021 12:51,2/15/2021 13:01,0,algorithm,1,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,60,1,0
study 3,study3_974,2/15/2021 13:15,2/15/2021 13:22,0,algorithm,1,0,0 none,0,Dutch teacher,7,2,2. Jansen,6,0,3. Other selection,1,0,4,0,0,0,61,1,1
study 3,study3_975,2/15/2021 14:06,2/15/2021 14:19,0,algorithm,1,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,60,1,0
study 3,study3_976,2/15/2021 14:21,2/15/2021 14:47,0,algorithm,1,0,0 none,0,Dutch teacher,26,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,45,0,1
study 3,study3_977,2/15/2021 14:37,2/15/2021 14:48,0,algorithm,1,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,57,1,0
study 3,study3_978,2/15/2021 14:56,2/15/2021 15:16,0,algorithm,1,0,0 none,0,Dutch teacher,20,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,55,1,1
study 3,study3_979,2/15/2021 15:18,2/15/2021 15:41,0,algorithm,1,0,0 none,0,Dutch teacher,24,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,1,62,1,1
study 3,study3_980,2/15/2021 15:26,2/15/2021 15:30,0,algorithm,1,0,0 none,0,Dutch teacher,3,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,5,0,0,0,59,0,1
study 3,study3_981,2/15/2021 16:48,2/15/2021 16:59,0,algorithm,1,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,51,1,1
study 3,study3_982,2/15/2021 17:01,2/15/2021 17:09,0,algorithm,1,0,0 none,0,Dutch teacher,8,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,8,0,0,0,63,1,1
study 3,study3_983,2/15/2021 17:02,2/15/2021 17:14,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,57,0,0
study 3,study3_984,2/15/2021 17:05,2/15/2021 17:12,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,53,0,0
study 3,study3_985,2/15/2021 17:35,2/15/2021 17:43,0,algorithm,1,0,0 none,0,Dutch teacher,7,2,2. Jansen,6,0,3. Other selection,1,1,1,0,1,0,60,1,0
study 3,study3_986,2/15/2021 19:43,2/15/2021 20:03,0,algorithm,1,0,0 none,0,Dutch teacher,19,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,57,1,1
study 3,study3_987,2/15/2021 20:38,2/15/2021 20:51,0,algorithm,1,0,0 none,0,Dutch teacher,13,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,65,0,0
study 3,study3_988,2/15/2021 20:58,2/15/2021 21:06,0,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,52,1,1
study 3,study3_989,2/15/2021 21:06,2/15/2021 21:11,1,algorithm,1,0,0 none,0,Dutch teacher,5,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,52,1,0
study 3,study3_990,2/15/2021 21:14,2/15/2021 21:21,0,algorithm,1,0,0 none,0,Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,48,0,0
study 3,study3_991,2/15/2021 21:15,2/15/2021 21:30,0,algorithm,1,0,0 none,0,Dutch teacher,15,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,49,1,1
