study,participant.id,start.date,end.date,IMC,excluded,excluded.selective,advice,advice.algorithm,moroccan.teacher.cond,moroccan.teacher.cond.lab,moroccan.teacher.cond.bi,moroccan.teacher.cond.bi.lab,timer.minutes,decision,decision.lab,score.teacher.selected,follow.advice,decision.comb,man.check.advice,man.check.evaluation,score.teacher.selected.guess,man.check.score.exact,man.check.score,female,age,high.education,income,familiarity.algorithms.gov,congruence.lab
study 2,study2_726,02-04-20 13:30,02-04-20 13:35,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,5.07,1,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,0,4,1,0,1,44,1,2,NA,2.low
study 2,study2_727,02-04-20 13:21,02-04-20 13:35,1,0,0,human,0,0,0 none,0,Dutch teacher,13.72,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,47,1,4,NA,2.low
study 2,study2_728,02-04-20 13:26,02-04-20 13:35,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,8.72,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,0,0,40,1,3,0,2.low
study 2,study2_729,02-04-20 13:26,02-04-20 13:35,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,9.5,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,44,0,3,0,2.low
study 2,study2_730,02-04-20 13:22,02-04-20 13:35,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,13.92,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,75,1,1,NA,1.high
study 2,study2_731,02-04-20 13:29,02-04-20 13:36,1,0,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6.28,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,22,1,2,0,2.low
study 2,study2_732,02-04-20 13:22,02-04-20 13:36,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,14.02,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,32,NA,2,0,2.low
study 2,study2_733,02-04-20 13:30,02-04-20 13:36,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.13,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,19,1,1,NA,1.high
study 2,study2_734,02-04-20 13:29,02-04-20 13:36,1,0,1,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.95,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,30,1,3,0,1.high
study 2,study2_735,02-04-20 13:25,02-04-20 13:36,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,11.1,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,72,1,1,1,1.high
study 2,study2_736,02-04-20 13:25,02-04-20 13:36,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,11.62,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,29,1,4,NA,2.low
study 2,study2_737,02-04-20 13:29,02-04-20 13:37,0,1,1,algorithm,1,0,0 none,0,Dutch teacher,8.23,2,M.S. Jansen,6,0,3. Other selection,0,0,5,0,1,1,26,1,3,0,2.low
study 2,study2_738,02-04-20 13:24,02-04-20 13:37,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,13.15,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,5,0,0,1,64,0,1,0,2.low
study 2,study2_739,02-04-20 13:26,02-04-20 13:38,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,11.37,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,4,0,0,1,46,0,2,0,1.high
study 2,study2_740,02-04-20 13:29,02-04-20 13:38,1,0,0,human,0,0,0 none,0,Dutch teacher,8.27,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,1,22,1,1,NA,2.low
study 2,study2_741,02-04-20 13:20,02-04-20 13:38,1,0,0,human,0,0,0 none,0,Dutch teacher,17.55,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,6,0,0,0,40,0,3,NA,2.low
study 2,study2_742,02-04-20 13:27,02-04-20 13:38,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,11.32,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,39,0,4,NA,2.low
study 2,study2_743,02-04-20 13:28,02-04-20 13:38,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,10.38,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,1,33,1,3,0,1.high
study 2,study2_744,02-04-20 13:21,02-04-20 13:38,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,17.72,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,0,64,1,2,1,2.low
study 2,study2_745,02-04-20 13:19,02-04-20 13:39,0,1,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,19.83,2,M.S. Jansen,6,0,3. Other selection,1,1,6,1,1,1,56,0,1,NA,2.low
study 2,study2_746,02-04-20 13:27,02-04-20 13:39,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,12.77,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,52,0,1,NA,1.high
study 2,study2_747,02-04-20 13:23,02-04-20 13:40,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,17.05,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,64,1,4,NA,1.high
study 2,study2_748,02-04-20 13:26,02-04-20 13:40,1,0,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,13.77,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,65,0,2,1,2.low
study 2,study2_749,02-04-20 13:28,02-04-20 13:42,1,0,1,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,14.53,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,1,19,0,1,NA,1.high
study 2,study2_750,02-04-20 13:18,02-04-20 13:43,1,0,0,human,0,0,0 none,0,Dutch teacher,24.1,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,54,NA,1,NA,1.high
study 2,study2_751,02-04-20 13:23,02-04-20 13:43,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,20.58,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,0,1,7,0,0,0,58,0,3,1,1.high
study 2,study2_752,02-04-20 13:29,02-04-20 13:44,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,15.17,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,53,0,4,0,2.low
study 2,study2_753,02-04-20 13:42,02-04-20 13:45,1,1,1,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,2.47,1,A. Verhagen,8,0,3. Other selection,0,0,4,0,0,1,25,0,3,NA,1.high
study 2,study2_754,02-04-20 13:26,02-04-20 13:45,0,1,1,human,0,0,0 none,0,Dutch teacher,19.23,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,5,0,0,1,47,1,1,NA,1.high
study 2,study2_755,02-04-20 13:20,02-04-20 13:48,1,0,0,human,0,0,0 none,0,Dutch teacher,28.12,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,20,0,1,NA,1.high
study 2,study2_756,02-04-20 13:27,02-04-20 13:48,1,0,1,human,0,0,0 none,0,Dutch teacher,21.55,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,70,0,1,NA,1.high
study 2,study2_757,02-04-20 13:22,02-04-20 13:50,0,1,1,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,27.75,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,1,60,0,2,0,1.high
study 2,study2_758,02-04-20 13:50,02-04-20 14:02,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,11.75,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,58,0,1,NA,1.high
study 2,study2_759,02-04-20 13:27,02-04-20 14:04,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,36.93,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,0,51,0,5,1,1.high
study 2,study2_760,02-04-20 13:19,02-04-20 14:09,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,50.12,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,24,1,1,0,2.low
study 2,study2_761,02-04-20 14:07,02-04-20 14:10,0,1,0,human,0,0,0 none,0,Dutch teacher,3.47,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,8,0,0,0,20,1,5,NA,1.high
study 2,study2_762,02-04-20 14:06,02-04-20 14:10,0,1,0,human,0,0,0 none,0,Dutch teacher,4.2,2,M.S. Jansen,6,0,3. Other selection,0,0,6,1,0,0,21,0,2,NA,2.low
study 2,study2_763,02-04-20 14:08,02-04-20 14:11,0,1,0,human,0,0,0 none,0,Dutch teacher,3.18,1,A. Verhagen,8,0,3. Other selection,0,0,6,0,0,0,63,1,4,NA,1.high
study 2,study2_764,02-04-20 14:05,02-04-20 14:12,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.47,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,48,0,3,0,2.low
study 2,study2_765,02-04-20 14:06,02-04-20 14:15,1,0,0,human,0,0,0 none,0,Dutch teacher,8.4,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,53,0,1,NA,1.high
study 2,study2_766,02-04-20 14:06,02-04-20 14:15,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,8.2,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,34,0,2,0,2.low
study 2,study2_767,02-04-20 14:07,02-04-20 14:15,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.58,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,4,0,0,0,75,1,4,NA,2.low
study 2,study2_768,02-04-20 14:10,02-04-20 14:15,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,4.8,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,1,0,6,0,1,0,47,1,4,0,1.high
study 2,study2_769,02-04-20 14:11,02-04-20 14:15,0,1,1,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,4.48,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,0,8,0,1,0,46,1,2,NA,1.high
study 2,study2_770,02-04-20 14:06,02-04-20 14:16,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9.82,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,65,0,3,0,2.low
study 2,study2_771,02-04-20 14:07,02-04-20 14:17,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,9.82,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,8,0,0,0,77,0,4,0,1.high
study 2,study2_772,02-04-20 14:14,02-04-20 14:18,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,4.27,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,1,0,7,0,1,0,31,0,3,0,1.high
study 2,study2_773,02-04-20 14:14,02-04-20 14:19,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,4.97,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,0,34,1,4,NA,1.high
study 2,study2_774,02-04-20 14:07,02-04-20 14:19,1,0,0,human,0,0,0 none,0,Dutch teacher,11.28,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,37,1,4,NA,1.high
study 2,study2_775,02-04-20 14:17,02-04-20 14:21,1,0,0,human,0,0,0 none,0,Dutch teacher,3.6,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,5,0,1,0,46,1,4,NA,2.low
study 2,study2_776,02-04-20 14:12,02-04-20 14:21,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9.05,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,66,1,4,1,2.low
study 2,study2_777,02-04-20 14:10,02-04-20 14:21,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10.75,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,71,0,4,1,2.low
study 2,study2_778,02-04-20 14:15,02-04-20 14:22,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.23,1,F. El Amrani,4,1,1. Select teacher with lowest ILE score,0,0,4,1,1,0,56,0,3,NA,2.low
study 2,study2_779,02-04-20 14:19,02-04-20 14:22,1,0,0,human,0,0,0 none,0,Dutch teacher,3,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,23,1,4,NA,2.low
study 2,study2_780,02-04-20 14:18,02-04-20 14:22,0,1,0,human,0,0,0 none,0,Dutch teacher,4.03,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,0,52,1,4,NA,1.high
study 2,study2_781,02-04-20 14:11,02-04-20 14:24,0,1,1,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,12.4,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,0,60,1,4,0,1.high
study 2,study2_782,02-04-20 14:20,02-04-20 14:25,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,4.2,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,0,0,5,0,1,0,23,1,2,1,1.high
study 2,study2_783,02-04-20 14:18,02-04-20 14:25,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.23,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,51,1,5,NA,2.low
study 2,study2_784,02-04-20 14:14,02-04-20 14:26,1,0,1,human,0,0,0 none,0,Dutch teacher,11.57,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,2,0,0,0,66,1,5,NA,1.high
study 2,study2_785,02-04-20 14:16,02-04-20 14:26,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,10.68,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,36,0,4,NA,1.high
study 2,study2_786,02-04-20 14:11,02-04-20 14:27,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,16.8,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,60,NA,1,0,1.high
study 2,study2_787,02-04-20 14:19,02-04-20 14:28,1,0,0,human,0,0,0 none,0,Dutch teacher,9.52,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,70,1,5,NA,1.high
study 2,study2_788,02-04-20 13:28,02-04-20 14:28,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,60.8,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,57,1,4,0,1.high
study 2,study2_789,02-04-20 14:19,02-04-20 14:29,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,9.95,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,67,1,1,NA,1.high
study 2,study2_790,02-04-20 14:18,02-04-20 14:29,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,11.47,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,45,0,1,NA,2.low
study 2,study2_791,02-04-20 14:09,02-04-20 14:30,1,0,0,human,0,0,0 none,0,Dutch teacher,21.43,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,6,0,0,0,47,0,1,NA,2.low
study 2,study2_792,02-04-20 14:10,02-04-20 14:39,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,29.1,1,F. El Amrani,4,1,1. Select teacher with lowest ILE score,0,0,7,0,1,0,61,0,3,0,2.low
study 2,study2_793,02-04-20 14:15,02-04-20 14:44,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,28.32,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,0,29,0,1,0,1.high
study 2,study2_794,02-04-20 13:29,02-04-20 14:45,1,0,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,75.87,2,M.S. Jansen,6,0,3. Other selection,1,1,6,1,0,1,48,1,4,NA,2.low
study 2,study2_795,02-04-20 14:19,02-04-20 14:46,0,1,0,human,0,0,0 none,0,Dutch teacher,27.02,2,M.S. Jansen,6,0,3. Other selection,0,0,0,0,0,0,37,0,3,NA,2.low
study 2,study2_796,02-04-20 14:47,02-04-20 14:49,0,1,0,human,0,0,0 none,0,Dutch teacher,2.72,1,A. Verhagen,8,0,3. Other selection,1,1,6,0,0,1,19,0,2,NA,1.high
study 2,study2_797,02-04-20 14:47,02-04-20 14:52,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,5.27,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,39,0,3,0,2.low
study 2,study2_798,02-04-20 14:49,02-04-20 14:53,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,4.62,2,M.S. Jansen,6,0,3. Other selection,1,0,8,0,0,1,50,0,3,1,2.low
study 2,study2_799,02-04-20 14:47,02-04-20 14:53,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,6.28,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,44,1,5,0,1.high
study 2,study2_800,02-04-20 14:47,02-04-20 14:54,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,6.25,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,24,0,1,0,2.low
study 2,study2_801,02-04-20 14:46,02-04-20 14:54,1,0,0,human,0,0,0 none,0,Dutch teacher,7.55,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,52,1,1,NA,2.low
study 2,study2_802,02-04-20 14:49,02-04-20 14:55,1,0,1,human,0,0,0 none,0,Dutch teacher,6.05,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,1,48,0,3,NA,2.low
study 2,study2_803,02-04-20 14:47,02-04-20 14:56,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,8.7,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,25,0,1,0,2.low
study 2,study2_804,02-04-20 14:49,02-04-20 14:56,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6.77,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,19,0,1,NA,2.low
study 2,study2_805,02-04-20 14:48,02-04-20 14:56,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8.3,1,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,1,20,1,1,NA,2.low
study 2,study2_806,02-04-20 14:53,02-04-20 14:56,1,0,1,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,3.8,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,0,0,4,1,1,1,23,0,3,NA,1.high
study 2,study2_807,02-04-20 14:49,02-04-20 14:57,1,0,0,human,0,0,0 none,0,Dutch teacher,7.15,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,36,0,4,NA,2.low
study 2,study2_808,02-04-20 14:49,02-04-20 14:57,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,7.12,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,31,0,1,1,2.low
study 2,study2_809,02-04-20 14:50,02-04-20 14:57,0,1,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6.67,1,F. El Amrani,4,1,1. Select teacher with lowest ILE score,0,0,7,0,0,0,21,1,4,0,2.low
study 2,study2_810,02-04-20 14:52,02-04-20 14:57,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,4.83,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,0,0,0,1,54,0,5,1,1.high
study 2,study2_811,02-04-20 14:49,02-04-20 14:58,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8.9,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,48,1,3,0,2.low
study 2,study2_812,02-04-20 14:49,02-04-20 14:58,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,9.43,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,1,65,0,4,0,2.low
study 2,study2_813,02-04-20 14:52,02-04-20 14:59,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6.88,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,62,0,3,NA,2.low
study 2,study2_814,02-04-20 14:52,02-04-20 15:00,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.6,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,55,0,2,0,2.low
study 2,study2_815,02-04-20 14:46,02-04-20 15:00,1,0,0,human,0,0,0 none,0,Dutch teacher,13.68,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,54,0,5,NA,2.low
study 2,study2_816,02-04-20 14:52,02-04-20 15:01,1,0,0,human,0,0,0 none,0,Dutch teacher,8.67,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,52,0,2,NA,2.low
study 2,study2_817,02-04-20 14:49,02-04-20 15:03,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,13.25,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,30,1,4,0,1.high
study 2,study2_818,02-04-20 15:02,02-04-20 15:05,0,1,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,2.72,2,M.S. Jansen,6,0,3. Other selection,0,0,6,1,0,0,22,0,3,0,2.low
study 2,study2_819,02-04-20 14:51,02-04-20 15:06,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,14.88,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,57,NA,2,0,2.low
study 2,study2_820,02-04-20 15:03,02-04-20 15:06,0,1,0,human,0,0,0 none,0,Dutch teacher,3.55,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,3,0,0,0,23,1,3,NA,1.high
study 2,study2_821,02-04-20 15:05,02-04-20 15:06,0,1,1,human,0,0,0 none,0,Dutch teacher,1.3,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,3,0,1,0,35,0,3,NA,2.low
study 2,study2_822,02-04-20 15:02,02-04-20 15:07,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,4.88,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,23,1,1,0,1.high
study 2,study2_823,02-04-20 15:02,02-04-20 15:07,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,5.37,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,37,1,4,0,2.low
study 2,study2_824,02-04-20 15:03,02-04-20 15:08,0,1,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,4.78,2,M.S. Jansen,6,0,3. Other selection,1,0,10,0,0,0,47,NA,1,0,2.low
study 2,study2_825,02-04-20 14:48,02-04-20 15:08,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,20.27,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,1,59,0,1,NA,2.low
study 2,study2_826,02-04-20 15:02,02-04-20 15:08,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6.58,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,63,1,5,1,2.low
study 2,study2_827,02-04-20 15:03,02-04-20 15:09,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,5.28,1,A. Verhagen,8,0,3. Other selection,0,0,6,0,1,0,19,1,2,0,1.high
study 2,study2_828,02-04-20 15:03,02-04-20 15:09,1,0,0,human,0,0,0 none,0,Dutch teacher,6.1,2,M.S. Jansen,6,0,3. Other selection,1,0,6,1,1,0,55,1,5,NA,2.low
study 2,study2_829,02-04-20 15:02,02-04-20 15:10,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,7.85,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,60,1,4,NA,1.high
study 2,study2_830,02-04-20 15:01,02-04-20 15:10,1,0,0,human,0,0,0 none,0,Dutch teacher,9.97,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,69,1,4,NA,2.low
study 2,study2_831,02-04-20 15:07,02-04-20 15:11,0,1,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,3.7,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,44,1,1,NA,1.high
study 2,study2_832,02-04-20 15:10,02-04-20 15:11,0,1,1,human,0,0,0 none,0,Dutch teacher,1.13,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,9,0,1,0,29,1,1,NA,2.low
study 2,study2_833,02-04-20 15:06,02-04-20 15:11,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,5.02,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,60,0,3,NA,1.high
study 2,study2_834,02-04-20 15:05,02-04-20 15:12,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,7.27,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,0,46,0,2,NA,1.high
