study,participant.id,start.date,end.date,IMC,excluded,advice,advice.algorithm,timer.minutes,decision,decision.lab,score.teacher.selected,follow.advice,decision.comb,man.check.advice,man.check.evaluation,score.teacher.selected.guess,man.check.score.exact,man.check.score,female,age,high.education,income,teacher.order,familiarity.algorithms.gov,congruence.lab
study 1,study1_716,18-02-20 14:23,18-02-20 14:31,1,0,algorithm,1,7.42,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,1,66,1,1,Verhagen-Jansen-den Heijer,0,3.low
study 1,study1_717,18-02-20 14:27,18-02-20 14:31,1,0,human,0,4.28,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,1,25,1,3,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_718,18-02-20 14:26,18-02-20 14:31,1,0,algorithm,1,4.77,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,0,1,45,1,3,Jansen-den Heijer-Verhagen,0,1.high
study 1,study1_719,18-02-20 14:30,18-02-20 14:31,0,1,algorithm,1,1.53,2,2.Jansen,6,0,3. Other selection,0,0,8,0,0,1,21,0,3,den Heijer-Jansen-Verhagen,0,3.low
study 1,study1_720,18-02-20 14:29,18-02-20 14:31,0,1,algorithm,1,1.98,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,0,0,8,0,0,NA,30,0,4,den Heijer-Jansen-Verhagen,0,1.high
study 1,study1_721,18-02-20 14:24,18-02-20 14:31,1,0,human,0,6.97,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,70,1,4,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_722,18-02-20 14:29,18-02-20 14:31,0,1,human,0,2.03,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,8,0,1,0,44,0,4,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_723,18-02-20 14:26,18-02-20 14:31,1,0,algorithm,1,5.4,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,0,7,0,1,1,59,0,4,den Heijer-Jansen-Verhagen,0,1.high
study 1,study1_724,18-02-20 14:23,18-02-20 14:32,1,0,human,0,8.27,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,48,0,1,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_725,18-02-20 14:24,18-02-20 14:32,1,0,human,0,8.02,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,60,0,1,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_726,18-02-20 14:23,18-02-20 14:32,1,0,algorithm,1,9.17,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,0,20,NA,1,Jansen-den Heijer-Verhagen,0,2.medium
study 1,study1_727,18-02-20 14:30,18-02-20 14:32,0,1,human,0,2.22,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,10,0,0,1,30,0,1,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_728,18-02-20 14:23,18-02-20 14:32,1,0,algorithm,1,8.7,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,23,1,3,den Heijer-Jansen-Verhagen,0,2.medium
study 1,study1_729,18-02-20 14:26,18-02-20 14:32,1,0,algorithm,1,6.55,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,1,24,1,2,Jansen-Verhagen-den Heijer,0,1.high
study 1,study1_730,18-02-20 14:25,18-02-20 14:32,0,1,algorithm,1,7.5,2,2.Jansen,6,0,3. Other selection,0,1,7,0,0,0,19,1,3,Verhagen-Jansen-den Heijer,0,3.low
study 1,study1_731,18-02-20 14:26,18-02-20 14:32,1,0,algorithm,1,6.3,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,51,1,1,Jansen-den Heijer-Verhagen,1,2.medium
study 1,study1_732,18-02-20 14:29,18-02-20 14:33,0,1,algorithm,1,3.08,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,0,0,0,0,0,0,30,1,5,Jansen-den Heijer-Verhagen,1,1.high
study 1,study1_733,18-02-20 14:27,18-02-20 14:33,1,0,human,0,5.48,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,1,60,0,3,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_734,18-02-20 14:29,18-02-20 14:33,1,0,human,0,3.7,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,1,21,1,2,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_735,18-02-20 14:23,18-02-20 14:33,1,0,human,0,9.82,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,40,1,4,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_736,18-02-20 14:23,18-02-20 14:33,1,0,algorithm,1,9.98,2,2.Jansen,6,0,3. Other selection,1,1,6,1,1,1,61,1,3,Jansen-Verhagen-den Heijer,0,3.low
study 1,study1_737,18-02-20 14:25,18-02-20 14:33,1,0,algorithm,1,8.17,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,32,1,1,Jansen-Verhagen-den Heijer,1,1.high
study 1,study1_738,18-02-20 14:24,18-02-20 14:33,1,0,human,0,8.82,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,21,0,1,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_739,18-02-20 14:25,18-02-20 14:33,1,0,algorithm,1,7.82,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,62,0,2,Jansen-den Heijer-Verhagen,0,1.high
study 1,study1_740,18-02-20 14:25,18-02-20 14:33,1,0,algorithm,1,8.27,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,63,0,1,den Heijer-Jansen-Verhagen,0,1.high
study 1,study1_741,18-02-20 14:30,18-02-20 14:33,0,1,human,0,3.23,2,2.Jansen,6,0,3. Other selection,0,0,4,0,0,1,20,1,2,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_742,18-02-20 14:27,18-02-20 14:33,0,1,algorithm,1,6.35,1,1.Verhagen,8,0,3. Other selection,1,1,8,1,0,1,56,0,4,Jansen-Verhagen-den Heijer,0,1.high
study 1,study1_743,18-02-20 14:23,18-02-20 14:34,1,0,human,0,10.87,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,1,69,0,1,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_744,18-02-20 14:31,18-02-20 14:34,1,1,human,0,2.82,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,1,21,1,1,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_745,18-02-20 14:26,18-02-20 14:34,1,0,human,0,7.45,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,1,30,0,2,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_746,18-02-20 14:30,18-02-20 14:34,1,0,algorithm,1,4,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,33,0,1,Jansen-Verhagen-den Heijer,0,3.low
study 1,study1_747,18-02-20 14:26,18-02-20 14:34,1,0,algorithm,1,8.05,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,54,1,3,Jansen-den Heijer-Verhagen,1,3.low
study 1,study1_748,18-02-20 14:24,18-02-20 14:34,1,0,algorithm,1,9.77,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,1,20,1,2,Verhagen-Jansen-den Heijer,0,2.medium
study 1,study1_749,18-02-20 14:27,18-02-20 14:34,1,0,algorithm,1,7.38,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,0,35,0,3,Jansen-den Heijer-Verhagen,0,2.medium
study 1,study1_750,18-02-20 14:24,18-02-20 14:34,0,1,human,0,10.65,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,8,0,0,0,67,0,4,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_751,18-02-20 14:28,18-02-20 14:34,1,0,human,0,6.73,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,52,1,5,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_752,18-02-20 14:26,18-02-20 14:34,1,0,algorithm,1,8.1,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,48,1,5,den Heijer-Jansen-Verhagen,1,3.low
study 1,study1_753,18-02-20 14:30,18-02-20 14:34,1,0,algorithm,1,4.77,1,1.Verhagen,8,0,3. Other selection,1,1,8,1,1,1,46,1,1,den Heijer-Jansen-Verhagen,0,1.high
study 1,study1_754,18-02-20 14:32,18-02-20 14:35,0,1,algorithm,1,2.17,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,10,0,0,1,21,1,4,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_755,18-02-20 14:27,18-02-20 14:35,1,0,human,0,7.68,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,1,6,0,0,0,65,1,5,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_756,18-02-20 14:32,18-02-20 14:35,0,1,human,0,2.88,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,1,28,1,2,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_757,18-02-20 14:25,18-02-20 14:35,1,0,human,0,9.87,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,8,0,0,1,59,1,2,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_758,18-02-20 14:30,18-02-20 14:35,1,0,algorithm,1,4.9,2,2.Jansen,8,0,3. Other selection,0,0,7,0,1,1,58,0,5,Verhagen-Jansen-den Heijer,0,2.medium
study 1,study1_759,18-02-20 14:31,18-02-20 14:35,0,1,human,0,3.97,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,4,1,0,0,31,0,4,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_760,18-02-20 14:31,18-02-20 14:36,0,1,human,0,4.45,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,0,5,0,0,NA,80,0,3,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_761,18-02-20 14:29,18-02-20 14:36,1,0,human,0,6.38,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,44,0,3,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_762,18-02-20 14:27,18-02-20 14:36,1,0,human,0,9.07,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,44,1,2,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_763,18-02-20 14:29,18-02-20 14:36,1,0,human,0,7.1,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,6,0,0,0,50,0,3,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_764,18-02-20 14:29,18-02-20 14:36,1,0,human,0,6.97,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,1,19,0,3,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_765,18-02-20 14:29,18-02-20 14:36,1,0,algorithm,1,7.02,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,19,0,3,den Heijer-Jansen-Verhagen,0,2.medium
study 1,study1_766,18-02-20 14:31,18-02-20 14:36,1,0,human,0,5.72,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,5,0,1,1,71,0,2,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_767,18-02-20 14:32,18-02-20 14:36,1,0,algorithm,1,4.87,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,50,1,4,Jansen-den Heijer-Verhagen,0,2.medium
study 1,study1_768,18-02-20 14:26,18-02-20 14:37,0,1,algorithm,1,11.17,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,74,0,3,Jansen-den Heijer-Verhagen,0,3.low
study 1,study1_769,18-02-20 14:35,18-02-20 14:37,0,1,human,0,1.58,2,2.Jansen,8,0,3. Other selection,1,0,5,0,1,0,70,0,2,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_770,18-02-20 14:31,18-02-20 14:37,0,1,human,0,6.12,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,0,1,53,0,3,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_771,18-02-20 14:31,18-02-20 14:37,1,0,algorithm,1,5.92,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,57,1,2,Verhagen-Jansen-den Heijer,0,3.low
study 1,study1_772,18-02-20 14:35,18-02-20 14:37,0,1,human,0,2.2,2,2.Jansen,8,0,3. Other selection,0,0,10,0,0,1,47,1,1,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_773,18-02-20 14:30,18-02-20 14:37,1,0,algorithm,1,7.78,1,1.Verhagen,8,0,3. Other selection,1,1,8,1,1,1,18,1,3,Jansen-den Heijer-Verhagen,0,1.high
study 1,study1_774,18-02-20 14:30,18-02-20 14:38,1,0,human,0,7.88,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,0,7,0,0,1,72,1,2,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_775,18-02-20 14:34,18-02-20 14:38,0,1,algorithm,1,3.63,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,0,0,6,0,1,0,53,0,3,Jansen-den Heijer-Verhagen,0,1.high
study 1,study1_776,18-02-20 14:26,18-02-20 14:38,1,0,human,0,11.82,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,63,0,5,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_777,18-02-20 14:32,18-02-20 14:38,1,0,algorithm,1,5.95,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,1,23,1,3,den Heijer-Jansen-Verhagen,0,3.low
study 1,study1_778,18-02-20 14:23,18-02-20 14:38,1,0,algorithm,1,14.48,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,57,1,3,Jansen-Verhagen-den Heijer,0,3.low
study 1,study1_779,18-02-20 14:29,18-02-20 14:38,1,0,human,0,8.75,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,1,37,0,2,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_780,18-02-20 14:29,18-02-20 14:38,1,0,human,0,8.48,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,63,0,3,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_781,18-02-20 14:34,18-02-20 14:38,1,0,algorithm,1,3.95,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,44,1,3,Verhagen-Jansen-den Heijer,0,3.low
study 1,study1_782,18-02-20 14:34,18-02-20 14:38,1,0,algorithm,1,3.85,1,1.Verhagen,8,0,3. Other selection,1,1,8,1,1,1,54,0,1,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_783,18-02-20 14:33,18-02-20 14:38,1,0,human,0,5.2,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,42,1,3,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_784,18-02-20 14:33,18-02-20 14:38,0,1,algorithm,1,4.87,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,1,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_785,18-02-20 14:34,18-02-20 14:38,0,1,algorithm,1,3.58,2,2.Jansen,8,0,3. Other selection,0,0,5,0,1,1,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_786,18-02-20 14:35,18-02-20 14:38,0,1,algorithm,1,2.72,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,1,NA,NA,NA,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_787,18-02-20 14:35,18-02-20 14:38,0,1,human,0,2.95,2,2.Jansen,8,0,3. Other selection,0,1,8,1,1,1,NA,NA,NA,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_788,18-02-20 14:34,18-02-20 14:38,0,1,algorithm,1,4.3,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,1,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_789,18-02-20 14:34,18-02-20 14:38,0,1,algorithm,1,3.93,1,1.Verhagen,8,0,3. Other selection,0,1,8,1,1,1,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_790,18-02-20 14:26,18-02-20 14:38,1,0,algorithm,1,12.38,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,66,1,4,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_791,18-02-20 14:33,18-02-20 14:38,0,1,algorithm,1,4.92,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,1,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_792,18-02-20 14:33,18-02-20 14:38,0,1,algorithm,1,4.95,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,0,0,1,1,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_793,18-02-20 14:33,18-02-20 14:38,0,1,algorithm,1,4.63,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,NA,NA,NA,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_794,18-02-20 14:29,18-02-20 14:38,1,0,algorithm,1,8.95,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,32,1,1,den Heijer-Jansen-Verhagen,0,2.medium
study 1,study1_795,18-02-20 14:27,18-02-20 14:38,0,1,algorithm,1,11.45,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,1,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_796,18-02-20 14:27,18-02-20 14:38,1,0,algorithm,1,11.47,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,1,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_797,18-02-20 14:33,18-02-20 14:38,0,1,algorithm,1,5.3,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,1,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_798,18-02-20 14:31,18-02-20 14:38,1,0,algorithm,1,7.67,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,1,NA,NA,NA,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_799,18-02-20 14:34,18-02-20 14:38,0,1,algorithm,1,4.2,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,1,NA,NA,NA,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_800,18-02-20 14:31,18-02-20 14:38,1,0,human,0,7.8,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,3,0,0,1,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_801,18-02-20 14:23,18-02-20 14:39,1,0,algorithm,1,15.17,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,65,1,4,Verhagen-Jansen-den Heijer,0,3.low
study 1,study1_802,18-02-20 14:32,18-02-20 14:39,0,1,human,0,6.55,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,NA,NA,NA,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_803,18-02-20 14:36,18-02-20 14:39,0,1,algorithm,1,2.38,2,2.Jansen,6,0,3. Other selection,0,0,9,0,0,0,33,1,1,den Heijer-Jansen-Verhagen,0,3.low
study 1,study1_804,18-02-20 14:26,18-02-20 14:39,0,1,human,0,12.83,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,1,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_805,18-02-20 14:36,18-02-20 14:39,0,1,human,0,2.95,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,0,0,5,0,1,0,20,1,4,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_806,18-02-20 14:32,18-02-20 14:39,0,1,algorithm,1,6.9,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_807,18-02-20 14:32,18-02-20 14:39,1,0,human,0,7.07,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,33,0,4,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_808,18-02-20 14:30,18-02-20 14:39,1,0,algorithm,1,9.68,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,67,1,4,den Heijer-Jansen-Verhagen,0,1.high
study 1,study1_809,18-02-20 14:31,18-02-20 14:40,1,0,human,0,9.03,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,61,0,1,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_810,18-02-20 14:32,18-02-20 14:40,0,1,algorithm,1,7.5,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,0,72,1,3,Jansen-den Heijer-Verhagen,0,3.low
study 1,study1_811,18-02-20 14:32,18-02-20 14:40,1,0,algorithm,1,8.12,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,50,0,3,Jansen-Verhagen-den Heijer,0,3.low
study 1,study1_812,18-02-20 14:35,18-02-20 14:40,1,0,human,0,5.38,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,8,0,0,0,76,0,4,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_813,18-02-20 14:35,18-02-20 14:40,0,1,algorithm,1,4.8,2,2.Jansen,8,0,3. Other selection,0,0,8,1,0,0,43,0,3,Jansen-Verhagen-den Heijer,1,2.medium
study 1,study1_814,18-02-20 14:26,18-02-20 14:40,1,0,algorithm,1,14.23,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,0,70,1,4,Verhagen-Jansen-den Heijer,1,2.medium
study 1,study1_815,18-02-20 14:31,18-02-20 14:41,0,1,human,0,9.43,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,NA,NA,NA,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_816,18-02-20 14:35,18-02-20 14:41,0,1,algorithm,1,5.83,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,1,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_817,18-02-20 14:27,18-02-20 14:41,0,1,human,0,14.03,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,7,0,0,1,82,1,2,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_818,18-02-20 14:34,18-02-20 14:41,1,0,human,0,7.67,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,56,0,3,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_819,18-02-20 14:37,18-02-20 14:41,1,0,human,0,4.7,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,0,59,0,4,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_820,18-02-20 14:34,18-02-20 14:42,1,0,human,0,7.98,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,72,0,5,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_821,18-02-20 14:34,18-02-20 14:42,1,0,human,0,7.43,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,75,1,2,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_822,18-02-20 14:35,18-02-20 14:42,1,0,human,0,7.4,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,49,1,1,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_823,18-02-20 14:34,18-02-20 14:42,1,0,algorithm,1,8.52,1,1.Verhagen,8,0,3. Other selection,0,1,8,1,1,0,75,1,4,Verhagen-Jansen-den Heijer,1,1.high
study 1,study1_824,18-02-20 14:35,18-02-20 14:42,1,0,human,0,7.43,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,50,0,4,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_825,18-02-20 14:34,18-02-20 14:42,0,1,algorithm,1,8.15,1,1.Verhagen,8,0,3. Other selection,1,0,7,0,1,0,30,0,3,Jansen-Verhagen-den Heijer,0,1.high
study 1,study1_826,18-02-20 14:33,18-02-20 14:43,1,0,algorithm,1,10.32,2,2.Jansen,6,0,3. Other selection,0,0,8,0,0,0,64,1,1,den Heijer-Jansen-Verhagen,0,3.low
study 1,study1_827,18-02-20 14:37,18-02-20 14:43,1,0,algorithm,1,6.3,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,47,0,4,den Heijer-Jansen-Verhagen,0,3.low
study 1,study1_828,18-02-20 14:40,18-02-20 14:43,0,1,human,0,3.25,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,6,0,0,0,36,0,3,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_829,18-02-20 14:41,18-02-20 14:43,0,1,human,0,2.33,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,0,3,0,0,0,18,1,1,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_830,18-02-20 14:39,18-02-20 14:43,0,1,algorithm,1,4.02,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_831,18-02-20 14:41,18-02-20 14:44,0,1,algorithm,1,2.6,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,0,0,0,0,0,0,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_832,18-02-20 14:42,18-02-20 14:44,0,1,algorithm,1,1.57,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,2,0,1,0,NA,NA,NA,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_833,18-02-20 14:36,18-02-20 14:44,0,1,algorithm,1,7.7,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_834,18-02-20 14:40,18-02-20 14:44,0,1,algorithm,1,3.63,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,0,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,2.medium
